user_id,loan_id,installment,action_num,reward,state_done,cumulative_overdue_early_difference,gender,amount,num_loan,duration,year_ratio,diff_city,marriage,kids,month_in,housing,edu,motivation,labels
ZNGTWOZEWYhAUJmXfcNNcg==,//ezGb0ezIJn3YAzDOP4Rg==,1,2,0.0,0,0,1,3000,1,10,17,0.0,0,0,1,3,4,1,1
ZNGTWOZEWYhAUJmXfcNNcg==,//ezGb0ezIJn3YAzDOP4Rg==,1,1,0.0,0,0,1,3000,1,10,17,0.0,0,0,1,3,4,1,1
ZNGTWOZEWYhAUJmXfcNNcg==,//ezGb0ezIJn3YAzDOP4Rg==,1,0,384.75,1,0,1,3000,1,10,17,0.0,0,0,1,3,4,1,1
ZNGTWOZEWYhAUJmXfcNNcg==,//ezGb0ezIJn3YAzDOP4Rg==,2,2,0.0,0,25,1,3000,1,10,17,0.0,0,0,1,3,4,1,1
ZNGTWOZEWYhAUJmXfcNNcg==,//ezGb0ezIJn3YAzDOP4Rg==,2,1,0.0,0,25,1,3000,1,10,17,0.0,0,0,1,3,4,1,1
